epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
1,3.302483614959717,4.443842632675171,63.974,62.33,15.085999999999999,14.61
2,1.9043772848320006,1.2815783254146575,47.704,36.32,6.915999999999997,3.4099999999999966
3,1.183657706642151,0.9653349063873291,35.876000000000005,30.11,3.524000000000001,2.180000000000007
4,0.9049029126930237,0.8178014728069305,29.378,26.459999999999994,2.2920000000000016,1.7900000000000063
5,0.7595915629959107,0.7214418473243713,25.278000000000006,23.379999999999995,1.7279999999999944,1.4099999999999966
6,0.6446581717681885,0.6738749539852142,21.965999999999994,21.590000000000003,1.293999999999997,1.2099999999999937
7,0.569967943019867,0.6389722942352295,19.575999999999993,20.569999999999993,0.9260000000000019,0.9899999999999949
8,0.520464088382721,0.570530978679657,17.775999999999996,18.019999999999996,0.7939999999999969,0.9300000000000068
9,0.47708839769363404,0.5220316402435303,16.394000000000005,16.810000000000002,0.7199999999999989,0.8700000000000045
10,0.4272281973934174,0.5603553384304046,14.616,17.430000000000007,0.5699999999999932,0.8700000000000045
11,0.38645422080039976,0.5021606384277344,13.361999999999995,15.519999999999996,0.5019999999999953,0.7099999999999937
12,0.35954075803756713,0.47338063504695893,12.358000000000004,14.650000000000006,0.39400000000000546,0.5799999999999983
13,0.32367188757896426,0.4414792858839035,11.230000000000004,14.040000000000006,0.29999999999999716,0.4899999999999949
14,0.293265778799057,0.45729201107025147,10.225999999999999,13.75,0.23999999999999488,0.5999999999999943
15,0.263361863861084,0.4509832787513733,9.203999999999994,13.329999999999998,0.18999999999999773,0.5699999999999932
16,0.24001369687080384,0.43107944231033324,8.248000000000005,13.019999999999996,0.17799999999999727,0.45000000000000284
17,0.2186459492301941,0.43850547246932986,7.745999999999995,12.86,0.12999999999999545,0.45999999999999375
18,0.19638011753559112,0.4579823498725891,6.841999999999999,12.920000000000002,0.11400000000000432,0.519999999999996
19,0.17790227252960206,0.4422244318962097,6.224000000000004,12.530000000000001,0.08199999999999363,0.4899999999999949
20,0.16680023077964784,0.4342863333702087,5.8940000000000055,11.769999999999996,0.06999999999999318,0.5
21,0.14677495345115663,0.43020535521507264,5.091999999999999,11.590000000000003,0.060000000000002274,0.46999999999999886
22,0.1333718799686432,0.4359022511482239,4.6440000000000055,12.0,0.04200000000000159,0.45999999999999375
23,0.12124335364103317,0.44926421251297,4.162000000000006,11.799999999999997,0.030000000000001137,0.37999999999999545
24,0.11223505799293518,0.4554252031326294,3.9180000000000064,11.689999999999998,0.02200000000000557,0.45000000000000284
25,0.10367414657354355,0.4544783703804016,3.5420000000000016,11.290000000000006,0.030000000000001137,0.45999999999999375
26,0.08788397049665451,0.4555057827949524,3.0060000000000002,11.590000000000003,0.013999999999995794,0.39000000000000057
27,0.082314932076931,0.45393683466911317,2.837999999999994,11.189999999999998,0.016000000000005343,0.45000000000000284
28,0.07830499365091324,0.4555963489532471,2.7560000000000002,10.689999999999998,0.006000000000000227,0.3499999999999943
29,0.07020811317205429,0.46674321422576903,2.4240000000000066,10.790000000000006,0.010000000000005116,0.4200000000000017
30,0.06440723853945732,0.42883473196029664,2.2099999999999937,10.299999999999997,0.0,0.3499999999999943
31,0.06098644494533539,0.4604861690998077,2.108000000000004,10.989999999999995,0.0040000000000048885,0.4399999999999977
32,0.05154888386249542,0.4763943633079529,1.7379999999999995,11.0,0.0040000000000048885,0.45999999999999375
33,0.052880118170380595,0.45809150438308716,1.7319999999999993,10.299999999999997,0.006000000000000227,0.4000000000000057
34,0.04674314613759518,0.4698411520957947,1.5900000000000034,10.420000000000002,0.0040000000000048885,0.45000000000000284
35,0.043785794122219085,0.4669563539505005,1.4180000000000064,10.420000000000002,0.0040000000000048885,0.4200000000000017
36,0.03920987672805786,0.4956065990447998,1.3760000000000048,10.650000000000006,0.001999999999995339,0.4399999999999977
37,0.0418013865673542,0.4668310935974121,1.4320000000000022,10.400000000000006,0.0040000000000048885,0.3400000000000034
38,0.03471881174325943,0.47990692405700686,1.171999999999997,10.11,0.001999999999995339,0.4899999999999949
39,0.03397767063856125,0.48291421966552733,1.1580000000000013,10.209999999999994,0.0,0.45999999999999375
40,0.03075534518957138,0.5028795570373535,1.019999999999996,10.430000000000007,0.0,0.4000000000000057
41,0.02913820424079895,0.4976061230659485,0.9680000000000035,10.400000000000006,0.0,0.4000000000000057
42,0.027502324553132056,0.5045947423934937,0.9440000000000026,10.519999999999996,0.0,0.37000000000000455
43,0.026757590619623663,0.5073151411056519,0.8960000000000008,10.150000000000006,0.001999999999995339,0.37999999999999545
44,0.02648034352093935,0.5056444526672363,0.8840000000000003,10.340000000000003,0.0,0.3400000000000034
45,0.025214684514701366,0.5029301180839538,0.8319999999999936,10.090000000000003,0.0,0.4399999999999977
46,0.026019095108509065,0.5005912137985229,0.8520000000000039,9.680000000000007,0.0,0.3199999999999932
47,0.020436914976090192,0.4896937479019165,0.6740000000000066,9.469999999999999,0.0,0.3199999999999932
48,0.02030879879951477,0.502368797302246,0.6820000000000022,9.829999999999998,0.0,0.4099999999999966
49,0.01984991514325142,0.5131078675270081,0.6500000000000057,10.040000000000006,0.0,0.3400000000000034
50,0.018643751693964004,0.5192684224128723,0.5720000000000027,10.040000000000006,0.0,0.4000000000000057
51,0.018805495537221432,0.4909762783050537,0.6400000000000006,10.099999999999994,0.0,0.3499999999999943
52,0.017586449286341666,0.5073162838935852,0.5759999999999934,9.799999999999997,0.001999999999995339,0.3400000000000034
53,0.016062299998700617,0.5223172096252442,0.5319999999999965,9.849999999999994,0.0,0.4000000000000057
54,0.016083679309785368,0.5308628156661988,0.4959999999999951,9.680000000000007,0.0,0.3400000000000034
55,0.014255287587642669,0.5309996618270874,0.43600000000000705,9.709999999999994,0.0,0.45999999999999375
56,0.012783936729729176,0.4950871127128601,0.39400000000000546,9.319999999999993,0.0,0.3400000000000034
57,0.012670183090269566,0.5395123280525208,0.402000000000001,9.739999999999995,0.0,0.4099999999999966
58,0.011861094096899033,0.5349143325805664,0.36199999999999477,9.629999999999995,0.0,0.4899999999999949
59,0.014486501136422157,0.5283145341873169,0.4140000000000015,9.739999999999995,0.0,0.37999999999999545
60,0.014318762964606284,0.5369640191078187,0.4140000000000015,9.900000000000006,0.0,0.4300000000000068
61,0.012884331794530154,0.5323358085632324,0.41800000000000637,9.650000000000006,0.0,0.3400000000000034
62,0.012620237287133932,0.5281370887756348,0.3859999999999957,9.450000000000003,0.0,0.35999999999999943
63,0.009762598788440227,0.529800882434845,0.29399999999999693,9.450000000000003,0.0,0.39000000000000057
64,0.010194877244532108,0.5067800094604492,0.29399999999999693,9.019999999999996,0.0,0.3299999999999983
65,0.009948177908286452,0.5194623685359955,0.29000000000000625,9.620000000000005,0.001999999999995339,0.29000000000000625
66,0.007963210130929948,0.5368829730033875,0.2259999999999991,9.590000000000003,0.0,0.3100000000000023
67,0.009889727840088307,0.5335496942520142,0.3359999999999985,9.379999999999995,0.0,0.37999999999999545
68,0.009456414158642292,0.5233119669914246,0.29000000000000625,9.340000000000003,0.0,0.3499999999999943
69,0.008927004344165325,0.5279173274040222,0.2680000000000007,9.469999999999999,0.0,0.37999999999999545
70,0.009305485829263925,0.5377451966285706,0.26600000000000534,9.349999999999994,0.0,0.39000000000000057
71,0.008480762691795827,0.5455588054656982,0.2360000000000042,9.420000000000002,0.0,0.3199999999999932
72,0.008320261024832725,0.5311768321037292,0.2560000000000002,9.299999999999997,0.0,0.35999999999999943
73,0.0062577544721961025,0.5405042715072632,0.18999999999999773,9.469999999999999,0.0,0.37999999999999545
74,0.007128934576548636,0.5585665225982666,0.20000000000000284,9.689999999999998,0.0,0.37999999999999545
75,0.006797779348790646,0.5687722332000732,0.19400000000000261,9.459999999999994,0.0,0.29999999999999716
76,0.007799438914358616,0.5537215129852295,0.22400000000000375,9.590000000000003,0.0,0.37000000000000455
77,0.006113692222237587,0.546303203201294,0.1880000000000024,9.450000000000003,0.0,0.3400000000000034
78,0.0059003152724169195,0.5386825134277343,0.17199999999999704,9.25,0.0,0.35999999999999943
79,0.0065571938768401745,0.5490100629806518,0.18600000000000705,9.560000000000002,0.0,0.35999999999999943
80,0.006707197726666927,0.5418538251876831,0.18999999999999773,9.290000000000006,0.0,0.37999999999999545
81,0.005514738736003637,0.5382019405364991,0.13800000000000523,9.209999999999994,0.0,0.37000000000000455
82,0.005459663353972137,0.5495933132171631,0.15000000000000568,9.230000000000004,0.0,0.4200000000000017
83,0.005799072944819927,0.5501293456077576,0.17799999999999727,9.269999999999996,0.0,0.3400000000000034
84,0.004813107077926398,0.5381983861923217,0.15399999999999636,9.079999999999998,0.0,0.4000000000000057
85,0.00444042824819684,0.5421440093994141,0.1280000000000001,9.150000000000006,0.0,0.4000000000000057
86,0.004177168797142803,0.544759582901001,0.10999999999999943,9.159999999999997,0.0,0.4300000000000068
87,0.004659735128283501,0.5584259567260742,0.12399999999999523,9.129999999999995,0.0,0.39000000000000057
88,0.005129807634428144,0.5383165019989014,0.16200000000000614,9.099999999999994,0.0,0.4099999999999966
89,0.004183669322878122,0.5335852025985718,0.11599999999999966,8.939999999999998,0.0,0.37000000000000455
90,0.0033014535045623778,0.5338126751899719,0.08400000000000318,8.89,0.0,0.3299999999999983
91,0.003170903386604041,0.548236819267273,0.07399999999999807,8.700000000000003,0.0,0.29000000000000625
92,0.003389449769407511,0.5388339708328247,0.1039999999999992,8.680000000000007,0.0,0.29000000000000625
93,0.003705015262365341,0.541288694858551,0.09799999999999898,8.969999999999999,0.0,0.3199999999999932
94,0.003293399790935218,0.5531069044113159,0.09000000000000341,8.719999999999999,0.0,0.269999999999996
95,0.0029100637582689525,0.5532738405227661,0.06999999999999318,8.840000000000003,0.0,0.35999999999999943
96,0.0028742611967772246,0.5509902486801147,0.06999999999999318,8.760000000000005,0.0,0.35999999999999943
97,0.0026266135412827134,0.5480399662017822,0.05200000000000671,8.780000000000001,0.0,0.3299999999999983
98,0.002491644717156887,0.5454319812774658,0.055999999999997385,8.790000000000006,0.0,0.39000000000000057
99,0.002456862992346287,0.5458679458618164,0.058000000000006935,8.840000000000003,0.0,0.3199999999999932
100,0.0023182690079789608,0.5518853807449341,0.04999999999999716,8.819999999999993,0.0,0.3299999999999983
101,0.002864826192706823,0.564185761642456,0.07200000000000273,9.209999999999994,0.0,0.3499999999999943
102,0.0023895668188482523,0.5475813047409057,0.054000000000002046,8.870000000000005,0.0,0.28000000000000114
103,0.002272326777353883,0.5681625513076782,0.054000000000002046,9.069999999999993,0.0,0.29000000000000625
104,0.002162853420111351,0.5407137340545655,0.054000000000002046,8.870000000000005,0.0,0.3299999999999983
105,0.002106394228860736,0.543439492225647,0.04600000000000648,8.980000000000004,0.0,0.3499999999999943
106,0.0017958042142167687,0.546521251296997,0.04399999999999693,8.959999999999994,0.0,0.3199999999999932
107,0.0015913240510970353,0.5575872665405274,0.028000000000005798,9.019999999999996,0.0,0.35999999999999943
108,0.0016944546386227011,0.5569252336502075,0.036000000000001364,9.099999999999994,0.0,0.3400000000000034
109,0.0015211033543385565,0.5592159114837646,0.01999999999999602,9.030000000000001,0.0,0.29999999999999716
110,0.0015230471759289503,0.5474074638366699,0.030000000000001137,8.810000000000002,0.0,0.3199999999999932
111,0.0015757478277385235,0.5523003562927246,0.031999999999996476,8.799999999999997,0.0,0.37999999999999545
112,0.0017226507703959942,0.54808733959198,0.0379999999999967,8.769999999999996,0.0,0.3499999999999943
113,0.0011808028988540172,0.5474966214179993,0.018000000000000682,8.75,0.0,0.3100000000000023
114,0.001576111477445811,0.5579945650100708,0.0379999999999967,8.769999999999996,0.0,0.3299999999999983
115,0.001195730232708156,0.5502297159194947,0.013999999999995794,8.819999999999993,0.0,0.3499999999999943
116,0.0013567216519638895,0.5606606554985046,0.031999999999996476,8.790000000000006,0.0,0.3400000000000034
117,0.001114447129741311,0.5462792650222779,0.02200000000000557,8.64,0.0,0.3400000000000034
118,0.0014944334702566267,0.5496748630523681,0.031999999999996476,8.819999999999993,0.0,0.39000000000000057
119,0.001057087410092354,0.542989928150177,0.016000000000005343,8.719999999999999,0.0,0.37999999999999545
120,0.0009594203726667911,0.5458154536247254,0.016000000000005343,8.650000000000006,0.0,0.3400000000000034
121,0.0009429844093881548,0.5392332138061523,0.010000000000005116,8.629999999999995,0.0,0.29999999999999716
122,0.0012071973256394268,0.5415003764152527,0.030000000000001137,8.75,0.0,0.37999999999999545
123,0.0008296893399953843,0.5422285209655762,0.010000000000005116,8.709999999999994,0.0,0.37000000000000455
124,0.001377577081467025,0.5506734642028809,0.030000000000001137,8.709999999999994,0.0,0.37000000000000455
125,0.0012688343965634704,0.5470559152603149,0.031999999999996476,8.650000000000006,0.0,0.4099999999999966
126,0.0009370983690209687,0.5477993810653686,0.018000000000000682,8.599999999999994,0.0,0.3499999999999943
127,0.0009580002119205892,0.53854163646698,0.01999999999999602,8.659999999999997,0.0,0.3400000000000034
128,0.0011890784534066916,0.5525056819915771,0.028000000000005798,8.840000000000003,0.0,0.3499999999999943
129,0.0010357419676706196,0.5582262435913086,0.016000000000005343,8.799999999999997,0.0,0.4000000000000057
130,0.0008112586381100118,0.5421258264541626,0.010000000000005116,8.689999999999998,0.0,0.35999999999999943
131,0.0005719000514200889,0.5399161087036133,0.0,8.549999999999997,0.0,0.3400000000000034
132,0.0007643671393208206,0.5552563199996948,0.012000000000000455,8.790000000000006,0.0,0.39000000000000057
133,0.0007994540586648509,0.5475167665481567,0.007999999999995566,8.849999999999994,0.0,0.4000000000000057
134,0.0006479951753374189,0.5440788631439208,0.0040000000000048885,8.599999999999994,0.0,0.39000000000000057
135,0.0007567491203173995,0.5431581413269043,0.012000000000000455,8.530000000000001,0.0,0.35999999999999943
136,0.00061026461744681,0.5480806095123291,0.007999999999995566,8.700000000000003,0.0,0.4200000000000017
137,0.0005296461065858603,0.5461448837280274,0.001999999999995339,8.579999999999998,0.0,0.3499999999999943
138,0.0009586163351591677,0.5421858156204223,0.01999999999999602,8.560000000000002,0.0,0.29000000000000625
139,0.0008851480046287179,0.5453601013183593,0.016000000000005343,8.64,0.0,0.37000000000000455
140,0.001017612030012533,0.5423794939041138,0.016000000000005343,8.61,0.0,0.269999999999996
141,0.0008441030485928059,0.5411498405456543,0.013999999999995794,8.469999999999999,0.0,0.28000000000000114
142,0.0005377319199475459,0.541152456188202,0.001999999999995339,8.489999999999995,0.0,0.29000000000000625
143,0.000681805619020015,0.5372485380172729,0.007999999999995566,8.39,0.0,0.3499999999999943
144,0.0006250233310461044,0.5422465751647949,0.007999999999995566,8.469999999999999,0.0,0.3199999999999932
145,0.0007456332501396537,0.5495763759613037,0.010000000000005116,8.519999999999996,0.0,0.3299999999999983
146,0.0006073702195100487,0.5406640024185181,0.0040000000000048885,8.549999999999997,0.0,0.3499999999999943
147,0.0005711245859786868,0.5534357074737549,0.007999999999995566,8.549999999999997,0.0,0.35999999999999943
148,0.0005132686226628721,0.5449925857543946,0.0040000000000048885,8.450000000000003,0.0,0.35999999999999943
149,0.0006832237241417169,0.5439724437713623,0.012000000000000455,8.569999999999993,0.0,0.3400000000000034
150,0.0005653706782218069,0.5363165628433227,0.007999999999995566,8.420000000000002,0.0,0.3100000000000023
151,0.0005903908420726657,0.5484036247253418,0.007999999999995566,8.5,0.0,0.4300000000000068
152,0.0005625619698688388,0.5425613456726074,0.007999999999995566,8.480000000000004,0.0,0.3199999999999932
153,0.0006633743926277384,0.5413658597946167,0.013999999999995794,8.579999999999998,0.0,0.28000000000000114
154,0.0005310905816033483,0.5436556856155396,0.001999999999995339,8.530000000000001,0.0,0.3100000000000023
155,0.00042019130028784276,0.532774345779419,0.0040000000000048885,8.370000000000005,0.0,0.29999999999999716
156,0.0005391453414596617,0.5407250060081482,0.007999999999995566,8.5,0.0,0.3299999999999983
157,0.0003898821715544909,0.52848528881073,0.001999999999995339,8.340000000000003,0.0,0.28000000000000114
158,0.0005164274747855961,0.5347776006698608,0.006000000000000227,8.459999999999994,0.0,0.29000000000000625
159,0.0005655813268851488,0.5375948378562927,0.007999999999995566,8.530000000000001,0.0,0.28000000000000114
160,0.0005911119431816042,0.5381710388183594,0.010000000000005116,8.549999999999997,0.0,0.3100000000000023
161,0.00046530050478409975,0.5354943095207214,0.006000000000000227,8.459999999999994,0.0,0.3100000000000023
162,0.0004902981356345117,0.5400209428787232,0.0040000000000048885,8.540000000000006,0.0,0.29999999999999716
163,0.00045762237692135386,0.538378892993927,0.006000000000000227,8.64,0.0,0.29000000000000625
164,0.0005682579925842583,0.547159034729004,0.012000000000000455,8.709999999999994,0.0,0.3299999999999983
165,0.00041041389498859646,0.547358648777008,0.0040000000000048885,8.579999999999998,0.0,0.3199999999999932
166,0.0003249192066304386,0.5460029388427734,0.0,8.61,0.0,0.29000000000000625
167,0.00040967090299353005,0.5340372127532959,0.001999999999995339,8.319999999999993,0.0,0.29000000000000625
168,0.0003559399258159101,0.5322585934638977,0.0040000000000048885,8.299999999999997,0.0,0.3199999999999932
169,0.0004015901584364474,0.5378986698150635,0.0040000000000048885,8.379999999999995,0.0,0.3100000000000023
170,0.00044322231831029057,0.5309368249893188,0.010000000000005116,8.260000000000005,0.0,0.29999999999999716
171,0.000452476613544859,0.5380950231552124,0.007999999999995566,8.269999999999996,0.0,0.29000000000000625
172,0.0003113558573462069,0.5315439083099365,0.0,8.329999999999998,0.0,0.28000000000000114
173,0.00030685096073895693,0.5325296884536743,0.0,8.290000000000006,0.0,0.29000000000000625
174,0.00033927335905376823,0.529744633769989,0.0,8.439999999999998,0.0,0.3400000000000034
175,0.00037319530038861556,0.5305491584777832,0.0040000000000048885,8.400000000000006,0.0,0.3299999999999983
176,0.0003820909164706245,0.5301131300926208,0.0040000000000048885,8.400000000000006,0.0,0.3299999999999983
177,0.00037514346197247507,0.5259477170944213,0.0040000000000048885,8.260000000000005,0.0,0.3199999999999932
178,0.00033680582329630854,0.5356617111206055,0.001999999999995339,8.290000000000006,0.0,0.3299999999999983
179,0.00033193912403192374,0.5264712261199951,0.001999999999995339,8.180000000000007,0.0,0.29999999999999716
180,0.00025285115608479825,0.5276099821090698,0.0,8.159999999999997,0.0,0.29000000000000625
181,0.0003604648661497049,0.5276079364776611,0.006000000000000227,8.25,0.0,0.28000000000000114
182,0.0004218199825659394,0.534644829750061,0.006000000000000227,8.239999999999995,0.0,0.3400000000000034
183,0.00026429141957778484,0.5316793325424194,0.0,8.260000000000005,0.0,0.29000000000000625
184,0.00033129806955344975,0.5512048152923584,0.0040000000000048885,8.459999999999994,0.0,0.3299999999999983
185,0.00030925692447228355,0.53601535282135,0.001999999999995339,8.260000000000005,0.0,0.3499999999999943
186,0.0002955232418095693,0.5390678113937378,0.001999999999995339,8.519999999999996,0.0,0.3400000000000034
187,0.00029134429550729693,0.534264003944397,0.001999999999995339,8.430000000000007,0.0,0.3199999999999932
188,0.000307574279345572,0.5364900442123413,0.001999999999995339,8.430000000000007,0.0,0.29999999999999716
189,0.0003496663028933108,0.5326999357223511,0.0040000000000048885,8.420000000000002,0.0,0.3100000000000023
190,0.0002749054701067507,0.5332881637573242,0.0,8.299999999999997,0.0,0.29999999999999716
191,0.00027681585182901474,0.53165438747406,0.001999999999995339,8.36,0.0,0.3299999999999983
192,0.00029095139031647707,0.5299200650215149,0.001999999999995339,8.370000000000005,0.0,0.29999999999999716
193,0.0002742703636549413,0.5323877149581909,0.001999999999995339,8.340000000000003,0.0,0.3299999999999983
194,0.00026080897066742183,0.5268897924423218,0.001999999999995339,8.310000000000002,0.0,0.3400000000000034
195,0.00025061405286192894,0.5288541551589966,0.001999999999995339,8.219999999999999,0.0,0.3400000000000034
196,0.0002234028753405437,0.5243771808624268,0.0,8.209999999999994,0.0,0.29000000000000625
197,0.0002377263133600354,0.528816728591919,0.0,8.25,0.0,0.3199999999999932
198,0.00023091767011675982,0.5324974544525146,0.0,8.319999999999993,0.0,0.3499999999999943
199,0.0002207222104538232,0.5277199684143067,0.0,8.260000000000005,0.0,0.3100000000000023
200,0.00026524663712596523,0.5280501281738281,0.0040000000000048885,8.329999999999998,0.0,0.3100000000000023
201,0.00021057268785778434,0.5279679207801818,0.0,8.260000000000005,0.0,0.3400000000000034
202,0.0002366993309184909,0.5334053888320923,0.001999999999995339,8.299999999999997,0.0,0.3299999999999983
203,0.0002826556496415287,0.5376706691741944,0.0040000000000048885,8.400000000000006,0.0,0.29000000000000625
204,0.00023950181724503636,0.5361939577102661,0.001999999999995339,8.319999999999993,0.0,0.29999999999999716
205,0.000239418232627213,0.528822534942627,0.001999999999995339,8.230000000000004,0.0,0.29999999999999716
206,0.00021599672857671977,0.5335153674125671,0.0,8.319999999999993,0.0,0.3100000000000023
207,0.0002002903358254116,0.5297349746704102,0.0,8.269999999999996,0.0,0.29999999999999716
208,0.00017712120092473925,0.5310642786026001,0.0,8.200000000000003,0.0,0.29999999999999716
209,0.00019117336969356983,0.5272117149353027,0.0,8.36,0.0,0.29999999999999716
210,0.0001897302715794649,0.5307751323699951,0.0,8.269999999999996,0.0,0.3199999999999932
211,0.0001949701604479924,0.5283443157196045,0.0,8.239999999999995,0.0,0.3199999999999932
212,0.00021784476605709642,0.5256866068840027,0.001999999999995339,8.299999999999997,0.0,0.3100000000000023
213,0.00017978355791186914,0.526814297580719,0.0,8.349999999999994,0.0,0.3199999999999932
214,0.00022034058273769915,0.525193204498291,0.001999999999995339,8.319999999999993,0.0,0.29999999999999716
215,0.00017747453284217045,0.5248708184242249,0.0,8.329999999999998,0.0,0.3100000000000023
216,0.00021827926333993673,0.527374262714386,0.0,8.400000000000006,0.0,0.3199999999999932
217,0.00020336264586541801,0.5297391232490539,0.001999999999995339,8.409999999999997,0.0,0.3199999999999932
218,0.0001896904181689024,0.5264871696472168,0.001999999999995339,8.480000000000004,0.0,0.3199999999999932
219,0.0002562691116798669,0.525530578994751,0.001999999999995339,8.459999999999994,0.0,0.3400000000000034
220,0.0001781947001442313,0.5270627841949463,0.0,8.540000000000006,0.0,0.3199999999999932
221,0.00019739608919247984,0.5253945899963379,0.0,8.480000000000004,0.0,0.3499999999999943
222,0.00017599870078265667,0.5296960161209107,0.0,8.439999999999998,0.0,0.3400000000000034
223,0.00017582532638683916,0.5260374649047852,0.0,8.400000000000006,0.0,0.3199999999999932
224,0.00017831394692417233,0.5248439208984375,0.0,8.329999999999998,0.0,0.3299999999999983
225,0.0001657879887893796,0.5237625699996948,0.0,8.370000000000005,0.0,0.3199999999999932
226,0.00022430529944598675,0.5228009059906006,0.001999999999995339,8.310000000000002,0.0,0.3400000000000034
227,0.00020475384415592998,0.5203623622894287,0.001999999999995339,8.290000000000006,0.0,0.3100000000000023
228,0.0002029249838553369,0.5217217619895935,0.001999999999995339,8.329999999999998,0.0,0.29999999999999716
229,0.00020536690672859548,0.5228308805465698,0.001999999999995339,8.219999999999999,0.0,0.3199999999999932
230,0.00016436685371445491,0.519061261177063,0.0,8.200000000000003,0.0,0.29999999999999716
